Valence,Energy,ID Check
0.388,0.539,7xQAfvXzm3AkraOtGPWIZg
0.654,0.616,5kkaSMcf4BFlhRRICCKZb6
0.0592,0.267,1ZMiCix7XSAbfAJlEZWMCp
0.129,0.52,0e7ipj03S05BNilyu5bRzt
0.805,0.808,3jT2LKH0RSbQ8jIUNFzXm5
0.421,0.525,4ja2gzrNh9VNigzoXfmbwD
0.845,0.67,5wujBwqG7INdStqGd4tRMX
0.789,0.714,6bvfJf4KjonPMuPfGfy3S2
0.373,0.716,3aA6xB0tOilDDX17fIJ0Bl
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.291,0.538,75ZvA4QfFiZvzhj2xkaWAh
0.235,0.67,0440JCJyIAmINA8KcYgFb5
0.401,0.75,7GX5flRQZVHRAGd6B4TmDO
0.785,0.74,6K4t31amVTZDgR3sKmwUJJ
0.274,0.671,4PPLJAEYBSOcnzr9TZoqf9
0.443,0.522,3DA4SE262k6rdEtlHteNyq
0.412,0.624,3HWzoMvoF3TQfYg4UPszDq
0.273,0.441,4S2uhQE8L9V6p7rj7SiauJ
0.783,0.75,0uxSUdBrJy9Un0EYoBowng
0.648,0.829,5jbDih9bLGmI8ycUKkN5XA
0.429,0.181,6MWoRt97mnSTXZhu3ggi9C
0.261,0.639,6uFn47ACjqYkc0jADwEdj1
0.434,0.688,76nqCfJOcFFWBJN32PAksn
0.531,0.525,3USxtqRwSYz57Ewm6wWRMp
0.68,0.741,55CHeLEfn5iJ0IIkgaa4si
0.322,0.186,6J2LdBN97cDWn0MLxYh9HB
0.441,0.626,24IgCW19L8lXKyFZwzFtD3
0.594,0.721,4ejNoyrhgjrioqJbgTNPu3
0.11,0.512,41LhQUkElADQ5YUbpYv2D0
0.803,0.479,2Yer0p7uB2lVBUAtANuuQp
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.329,0.533,7AQim7LbvFVZJE3O8TYgf2
0.515,0.528,4F6YLjakjqWFTgC5qfEwPQ
0.381,0.474,2KoHxhRyWxJzA0VafWd5Nk
0.463,0.521,62vpWI1CHwFy7tMIcSStl8
0.545,0.633,1E3VQQWFQAPJkXfYHjqWoI
0.226,0.642,1lOe9qE0vR9zwWQAOk6CoO
0.237,0.651,3oDkdAySo1VQQG0ptV7uwa
0.198,0.111,43zdsphuZLzwA9k4DJhU0I
0.313,0.63,6N22FZs2ZhPBYi3b9XPajV
0.274,0.667,45npF3MKvCa1sO7s4y7qBf
0.463,0.723,3jlxX3VXPiY3lvBBbppQD3
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.512,0.37,3fqwjXwUGN6vbzIwvyFMhx
0.309,0.277,5ovVcYo2MvjVydFwFyaaqy
0.504,0.598,2ajzBr7vwHTEBeqDzcsNRC
0.789,0.492,0ofHAoxe9vBkTCp2UQIavz
0.478,0.513,5GATP9D34th0D88vlKi38F
0.377,0.536,23T0OX7QOiIUFShSzbJ5Uo
0.905,0.874,6cx06DFPPHchuUAcTxznu9
0.163,0.653,0t3ZvGKlmYmVsDzBJAXK8C
0.711,0.537,0JP9xo3adEtGSdUEISiszL
0.813,0.866,2jQr5anV9BQF6RhH25dmCM
0.266,0.641,7ge7BHazYbVKi8qyZUX1Bm
0.341,0.578,7dt6x5M1jzdTEt8oCbisTK
0.408,0.552,5f4Hy5mw5SRaUgXX9c6P5S
0.43,0.63,2wrJq5XKLnmhRXHIAf9xBa
0.575,0.32,2b8fOow8UzyDFAE27YhOZM
0.625,0.801,1mMLMZYXkMueg65jRRWG1l
0.514,0.748,4bHsxqR3GMrXTxEPLuK5ue
0.495,0.616,61KoN6PlBhQD7sivCcf0hA
0.357,0.454,4Oun2ylbjFKMPTiaSbbCih
0.306,0.685,6wQlQrTY5mVS8EGaFZVwVF
0.497,0.69,7ytR5pFWmSjzHJIeQkgog4
0.0804,0.613,2U5WueTLIK5WJLD7mvDODv
0.535,0.814,2Y0wPrPQBrGhoLn14xRYCG
0.835,0.723,2MbdDtCv5LUVjYy9RuGTgC
0.557,0.816,6UelLqGlWMcVH1E5c4H7lY
0.347,0.586,0PvFJmanyNQMseIFrU708S
0.269,0.602,5rZlwNFl01HqLWBQGryKSm
0.334,0.73,0VjIjW4GlUZAMYd2vXMi3b
0.349,0.554,22LAwLoDA5b4AaGSkg6bKW
0.152,0.38,4pvb0WLRcMtbPGmtejJJ6y
0.551,0.581,4R2kfaDFhslZEMJqAFNpdd
0.761,0.481,1xQ6trAsedVPCdbtDAmk0c
0.286,0.618,1H7KnK26kc1YyellpbINEn
0.0875,0.309,2ygvZOXrIeVL4xZmAWJT2C
0.172,0.357,0Jlcvv8IykzHaSmj49uNW8
0.57,0.622,4K06PO78fW4mnBVenxGNob
0.615,0.439,3IJYUaN3tx04S4TYyZHKoP
0.647,0.65,0ada5XsQGLPUVbmTCkAP49
0.45,0.56,6EDO9iiTtwNv6waLwa1UUq
0.894,0.721,2Wo6QQD1KMDWeFkkjLqwx5
0.581,0.578,1IIKrJVP1C9N7iPtG6eOsK
0.564,0.542,6gxKUmycQX7uyMwJcweFjp
0.642,0.586,0nbXyq5TXYPCO7pr3N8S4I
0.225,0.625,5dOxHHMOFAbG3VH23t0xNm
0.348,0.431,7eJMfftS33KTjuF7lTsMCx
0.227,0.252,1ENdcyhqdylaLsPVgB83qq
0.229,0.343,35RJhm1pEovTBwnNR0zWad
0.218,0.566,285pBltuF7vW8TeWk8hdRR
0.33,0.685,70rFIfYN7lU6iTgUIVP42w
0.706,0.662,2Eeur20xVqfUoM3Q7EFPFt
0.403,0.623,3hUxzQpSfdDqwM3ZTFQY0K
0.161,0.458,3nS9a01VvXHQriLqJYwRqG
0.553,0.762,21jGcNKet2qwijlDFuPiPb
0.177,0.446,5wWAwzGp2OaaoIkwcz6wZs
0.111,0.263,1MgV7FIyNxIG7WzMRJV5HC
0.522,0.74,2rPHUAeUPbNgTmK18FPTiZ
0.925,0.522,0RiRZpuVRbi7oqRdSMwhQY
0.203,0.529,4VXIryQMWpIdGgYR4TrjT1
0.694,0.525,1Cv1YLb4q0RzL6pybtaMLo
0.578,0.692,6Hj9jySrnFppAI0sEMCZpJ
0.322,0.626,5f1joOtoMeyppIcJGZQvqJ
0.845,0.49,466cKvZn1j45IpxDdYZqdA
0.393,0.693,0EhpEsp4L0oRGM0vmeaN5e
0.298,0.443,0qJeyYAgv6UpvewUxRXAhb
0.636,0.743,5v4GgrXPMghOnBBLmveLac
0.45,0.452,6VsvKPJ4xjVNKpI8VVZ3SV
0.453,0.692,527k23H0A4Q0UJN3vGs0Da
0.826,0.604,1jaTQ3nqY3oAAYyCTbIvnM
0.537,0.574,1K5KBOgreBi5fkEHvg5ap3
0.533,0.479,3JKgcAa7r07ocVWcV8bS0H
0.569,0.771,3jjujdWJ72nww5eGnfs2E7
0.464,0.55,0fCwrjKfWxF3xQhZrYUw4T
0.183,0.575,2gMXnyrvIjhVBUZwvLZDMP
0.874,0.546,4umIPjkehX1r7uhmGvXiSV
0.28,0.537,39Yp9wwQiSRIDOvrVg7mbk
0.27,0.425,4xqrdfXkTW4T0RauPLv3WA
0.195,0.647,25zlnOAzbVoOzIeXSvQFf1
0.35,0.673,2QqJTIlGKRLJC3onkavYEz
0.446,0.405,7qEHsqek33rTcFNT9PFqLf
0.379,0.413,0ZNU020wNYvgW84iljPkPP
0.0397,0.449,4wVOKKEHUJxHCFFNUWDn0B
0.415,0.488,6KJqZcs9XDgVck7Lg9QOTC
0.502,0.377,5kI4eCXXzyuIUXjQra0Cxi
0.646,0.855,7ju97lgwC2rKQ6wwsf9no9
0.518,0.797,2GiJYvgVaD2HtM8GqD9EgQ
0.153,0.618,44gRhRi2OhEf7moAUj6MD1
0.756,0.722,3tjFYV6RSFtuktYl3ZtYcq
0.432,0.696,4Hpib09wXgD84w4uwTPnYD
0.645,0.744,0VTfHLWzaUUb2Lbw84xOdX
0.648,0.805,79s5XnCN4TJKTVMSmOx8Ep
0.412,0.476,7kt9e9LFSpN1zQtYEl19o1
0.46,0.31,2NmsngXHeC1GQ9wWrzhOMf
0.43,0.579,4iHSE5R1U8jf84tRn52xRt
0.43,0.728,6gBFPUFcJLzWGx4lenP6h2
0.664,0.72,3H7ihDc1dqLriiWXwsc2po
0.874,0.863,6WbTTAGKrQtCQvmc5BuYfh
0.64,0.683,57RA3JGafJm5zRtKJiKPIm
0.467,0.729,017PF4Q3l4DBUiWoXk4OWT
0.937,0.685,2D0dj3hVkRQJCp63cxCPEx
0.678,0.559,7aiClxsDWFRQ0Kzk5KI5ku
0.537,0.45,4HBZA5flZLE435QTztThqH
0.457,0.601,696DnlkuDOXcMAnKlTgXXK
0.0605,0.427,3eekarcy7kvN4yt5ZFzltW
0.452,0.633,3Z8FwOEN59mRMxDCtb8N0A
0.236,0.43,2rRJrJEo19S2J82BDsQ3F7
0.244,0.545,3QzAOrNlsabgbMwlZt7TAY
0.425,0.631,6Gg1gjgKi2AK4e0qzsR7sd
0.433,0.5,21CkzgKCBCq5V4XKjiGSIj
0.161,0.553,4LcK9e7Sls3xlBth2WuBp2
0.754,0.679,2T5NBwKRySiCR78vVk08vr
0.729,0.749,6Ed1q0X8oSKSm4IIhiQbYg
0.154,0.567,3kwgqoBqTwoAH4nT29TYrq
0.506,0.699,2QDyYdZyhlP2fp79KZX8Bi
0.134,0.596,76MjtLfZoTNc3BDqUVjuRH
0.511,0.499,07KXEDMj78x68D884wgVEm
0.437,0.391,7m9OqQk4RVRkw9JJdeAw96
0.444,0.482,2h4cmbyb6S7e8igDZIITJU
0.446,0.73,2xLMifQCjDGFmkHkpNLD9h
0.532,0.452,7d94IqWX2UmSKMGUYSGFJG
0.298,0.695,7AvprzMsRJpybaalckaT8c
0.428,0.715,2FVMbLuIxo0dz3KLXgN6Jh
0.707,0.68,6foY66mWZN0pSRjZ408c00
0.394,0.76,5JAYDuLRkODlVt6dgoalKk
0.234,0.545,1YM6c2sxbf2Jacl9IFgn4I
0.33,0.774,62aP9fBQKYKxi7PDXwcUAS
0.836,0.787,6Ozh9Ok6h4Oi1wUSLtBseN
0.339,0.272,7MbT4I8qGntX4fMdqMQgke
0.817,0.631,4nK5YrxbMGZstTLbvj6Gxw
0.489,0.591,5MwynWK9s4hlyKHqhkNn4A
0.54,0.593,1rgnBhdG2JDFTbYkYRZAku
0.0799,0.374,45bE4HXI0AwGZXfZtMp8JR
0.284,0.479,0rKtyWc8bvkriBthvHKY8d
0.274,0.556,3FU6urUVsgXa6RBuV2PdRk
0.829,0.745,7FIWs0pqAYbP91WWM0vlTQ
0.243,0.225,3ZCTVFBt2Brf31RLEnCkWJ
0.486,0.665,7pbg3ABlAZv2NiIdKbBBFm
0.679,0.793,3PfIrDoz19wz7qK7tYeu62
0.824,0.586,4FFC7McrnnwAWKbAqbckTP
0.113,0.267,08fa9LFcFBTcilB3iq2e2A
0.473,0.613,3ee8Jmje8o58CHK66QrVC2
0.842,0.583,40rOlDoGejXXF4B0BYsjx8
0.344,0.531,2HbKqm4o0w5wEeEFXm2sD4
0.574,0.882,6FniJZn4agmDtPx1pKZQsa
0.604,0.473,2kJwzbxV2ppxnQoYw4GLBZ
0.309,0.591,6gi6y1xwmVszDWkUqab1qw
0.0592,0.267,1ZMiCix7XSAbfAJlEZWMCp
0.12,0.296,0u2P5u6lvoDfwTYjAADbn4
0.463,0.364,2JvzF1RMd7lE3KmFlsyZD8
0.786,0.673,3Dv1eDb0MEgF93GpLXlucZ
0.389,0.662,78QR3Wp35dqAhFEc2qAGjE
0.573,0.654,56uXDJRCuoS7abX3SkzHKQ
0.805,0.808,3jT2LKH0RSbQ8jIUNFzXm5
0.287,0.569,0FlfN5cbUUpIHCRH8X1M44
0.654,0.616,5kkaSMcf4BFlhRRICCKZb6
0.0653,0.68,5esKpsrB3TbGHwFaAjIGMx
0.429,0.181,6MWoRt97mnSTXZhu3ggi9C
0.845,0.67,5wujBwqG7INdStqGd4tRMX
0.738,0.842,1Y3TlYJNhIa7k4YAvFkJAB
0.235,0.67,0440JCJyIAmINA8KcYgFb5
0.371,0.936,0GO8y8jQk1PkHzS31d699N
0.421,0.525,4ja2gzrNh9VNigzoXfmbwD
0.388,0.539,7xQAfvXzm3AkraOtGPWIZg
0.373,0.716,3aA6xB0tOilDDX17fIJ0Bl
0.562,0.425,2Fxmhks0bxGSBdJ92vM42m
0.291,0.538,75ZvA4QfFiZvzhj2xkaWAh
0.129,0.52,0e7ipj03S05BNilyu5bRzt
0.274,0.671,4PPLJAEYBSOcnzr9TZoqf9
0.393,0.688,4NhDYoQTYCdWHTvlbGVgwo
0.382,0.402,2rxQMGVafnNaRaXlRMWPde
0.443,0.522,3DA4SE262k6rdEtlHteNyq
0.313,0.63,6N22FZs2ZhPBYi3b9XPajV
0.401,0.75,7GX5flRQZVHRAGd6B4TmDO
0.273,0.441,4S2uhQE8L9V6p7rj7SiauJ
0.434,0.688,76nqCfJOcFFWBJN32PAksn
0.648,0.829,5jbDih9bLGmI8ycUKkN5XA
0.322,0.186,6J2LdBN97cDWn0MLxYh9HB
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.329,0.533,7AQim7LbvFVZJE3O8TYgf2
0.515,0.528,4F6YLjakjqWFTgC5qfEwPQ
0.198,0.111,43zdsphuZLzwA9k4DJhU0I
0.309,0.277,5ovVcYo2MvjVydFwFyaaqy
0.11,0.512,41LhQUkElADQ5YUbpYv2D0
0.261,0.639,6uFn47ACjqYkc0jADwEdj1
0.789,0.714,6bvfJf4KjonPMuPfGfy3S2
0.463,0.723,3jlxX3VXPiY3lvBBbppQD3
0.785,0.74,6K4t31amVTZDgR3sKmwUJJ
0.531,0.525,3USxtqRwSYz57Ewm6wWRMp
0.572,0.617,2gSbNY2qXZ5mPVixrMaFrY
0.783,0.75,0uxSUdBrJy9Un0EYoBowng
0.237,0.651,3oDkdAySo1VQQG0ptV7uwa
0.905,0.874,6cx06DFPPHchuUAcTxznu9
0.377,0.536,23T0OX7QOiIUFShSzbJ5Uo
0.381,0.474,2KoHxhRyWxJzA0VafWd5Nk
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.274,0.667,45npF3MKvCa1sO7s4y7qBf
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.711,0.537,0JP9xo3adEtGSdUEISiszL
0.575,0.32,2b8fOow8UzyDFAE27YhOZM
0.43,0.63,2wrJq5XKLnmhRXHIAf9xBa
0.504,0.598,2ajzBr7vwHTEBeqDzcsNRC
0.226,0.642,1lOe9qE0vR9zwWQAOk6CoO
0.463,0.521,62vpWI1CHwFy7tMIcSStl8
0.545,0.633,1E3VQQWFQAPJkXfYHjqWoI
0.412,0.624,3HWzoMvoF3TQfYg4UPszDq
0.321,0.515,0RLLvYBopDwooCyvnTwgYu
0.163,0.653,0t3ZvGKlmYmVsDzBJAXK8C
0.803,0.479,2Yer0p7uB2lVBUAtANuuQp
0.68,0.741,55CHeLEfn5iJ0IIkgaa4si
0.594,0.721,4ejNoyrhgjrioqJbgTNPu3
0.266,0.641,7ge7BHazYbVKi8qyZUX1Bm
0.507,0.586,1sgDyuLooyvEML4oHspNza
0.408,0.552,5f4Hy5mw5SRaUgXX9c6P5S
0.341,0.578,7dt6x5M1jzdTEt8oCbisTK
0.441,0.626,24IgCW19L8lXKyFZwzFtD3
0.244,0.389,6fWa5CRgy0z30OeGZyMBvD
0.74,0.73,7eBqSVxrzQZtK2mmgRG6lC
0.147,0.638,2SVx3uds6jTWALFxevIWMA
0.379,0.618,7IMwEtpAiJanqF6vQteZN2
0.357,0.454,4Oun2ylbjFKMPTiaSbbCih
0.497,0.69,7ytR5pFWmSjzHJIeQkgog4
0.0804,0.613,2U5WueTLIK5WJLD7mvDODv
0.306,0.685,6wQlQrTY5mVS8EGaFZVwVF
0.535,0.814,2Y0wPrPQBrGhoLn14xRYCG
0.835,0.723,2MbdDtCv5LUVjYy9RuGTgC
0.347,0.586,0PvFJmanyNQMseIFrU708S
0.557,0.816,6UelLqGlWMcVH1E5c4H7lY
0.334,0.73,0VjIjW4GlUZAMYd2vXMi3b
0.269,0.602,5rZlwNFl01HqLWBQGryKSm
0.349,0.554,22LAwLoDA5b4AaGSkg6bKW
0.286,0.618,1H7KnK26kc1YyellpbINEn
0.152,0.38,4pvb0WLRcMtbPGmtejJJ6y
0.551,0.581,4R2kfaDFhslZEMJqAFNpdd
0.761,0.481,1xQ6trAsedVPCdbtDAmk0c
0.57,0.622,4K06PO78fW4mnBVenxGNob
0.0875,0.309,2ygvZOXrIeVL4xZmAWJT2C
0.172,0.357,0Jlcvv8IykzHaSmj49uNW8
0.647,0.65,0ada5XsQGLPUVbmTCkAP49
0.615,0.439,3IJYUaN3tx04S4TYyZHKoP
0.45,0.56,6EDO9iiTtwNv6waLwa1UUq
0.894,0.721,2Wo6QQD1KMDWeFkkjLqwx5
0.581,0.578,1IIKrJVP1C9N7iPtG6eOsK
0.229,0.343,35RJhm1pEovTBwnNR0zWad
0.225,0.625,5dOxHHMOFAbG3VH23t0xNm
0.564,0.542,6gxKUmycQX7uyMwJcweFjp
0.161,0.458,3nS9a01VvXHQriLqJYwRqG
0.642,0.586,0nbXyq5TXYPCO7pr3N8S4I
0.348,0.431,7eJMfftS33KTjuF7lTsMCx
0.227,0.252,1ENdcyhqdylaLsPVgB83qq
0.218,0.566,285pBltuF7vW8TeWk8hdRR
0.33,0.685,70rFIfYN7lU6iTgUIVP42w
0.553,0.762,21jGcNKet2qwijlDFuPiPb
0.756,0.722,3tjFYV6RSFtuktYl3ZtYcq
0.706,0.662,2Eeur20xVqfUoM3Q7EFPFt
0.203,0.529,4VXIryQMWpIdGgYR4TrjT1
0.177,0.446,5wWAwzGp2OaaoIkwcz6wZs
0.403,0.623,3hUxzQpSfdDqwM3ZTFQY0K
0.925,0.522,0RiRZpuVRbi7oqRdSMwhQY
0.522,0.74,2rPHUAeUPbNgTmK18FPTiZ
0.322,0.626,5f1joOtoMeyppIcJGZQvqJ
0.694,0.525,1Cv1YLb4q0RzL6pybtaMLo
0.578,0.692,6Hj9jySrnFppAI0sEMCZpJ
0.111,0.263,1MgV7FIyNxIG7WzMRJV5HC
0.845,0.49,466cKvZn1j45IpxDdYZqdA
0.35,0.673,2QqJTIlGKRLJC3onkavYEz
0.393,0.693,0EhpEsp4L0oRGM0vmeaN5e
0.298,0.443,0qJeyYAgv6UpvewUxRXAhb
0.636,0.743,5v4GgrXPMghOnBBLmveLac
0.533,0.479,3JKgcAa7r07ocVWcV8bS0H
0.569,0.771,3jjujdWJ72nww5eGnfs2E7
0.826,0.604,1jaTQ3nqY3oAAYyCTbIvnM
0.453,0.692,527k23H0A4Q0UJN3vGs0Da
0.0397,0.449,4wVOKKEHUJxHCFFNUWDn0B
0.537,0.574,1K5KBOgreBi5fkEHvg5ap3
0.45,0.452,6VsvKPJ4xjVNKpI8VVZ3SV
0.432,0.696,4Hpib09wXgD84w4uwTPnYD
0.27,0.425,4xqrdfXkTW4T0RauPLv3WA
0.874,0.546,4umIPjkehX1r7uhmGvXiSV
0.43,0.579,4iHSE5R1U8jf84tRn52xRt
0.464,0.55,0fCwrjKfWxF3xQhZrYUw4T
0.183,0.575,2gMXnyrvIjhVBUZwvLZDMP
0.195,0.647,25zlnOAzbVoOzIeXSvQFf1
0.28,0.537,39Yp9wwQiSRIDOvrVg7mbk
0.645,0.744,0VTfHLWzaUUb2Lbw84xOdX
0.518,0.797,2GiJYvgVaD2HtM8GqD9EgQ
0.646,0.855,7ju97lgwC2rKQ6wwsf9no9
0.446,0.405,7qEHsqek33rTcFNT9PFqLf
0.874,0.863,6WbTTAGKrQtCQvmc5BuYfh
0.153,0.618,44gRhRi2OhEf7moAUj6MD1
0.161,0.553,4LcK9e7Sls3xlBth2WuBp2
0.648,0.805,79s5XnCN4TJKTVMSmOx8Ep
0.379,0.413,0ZNU020wNYvgW84iljPkPP
0.664,0.72,3H7ihDc1dqLriiWXwsc2po
0.467,0.729,017PF4Q3l4DBUiWoXk4OWT
0.43,0.728,6gBFPUFcJLzWGx4lenP6h2
0.415,0.488,6KJqZcs9XDgVck7Lg9QOTC
0.502,0.377,5kI4eCXXzyuIUXjQra0Cxi
0.937,0.685,2D0dj3hVkRQJCp63cxCPEx
0.64,0.683,57RA3JGafJm5zRtKJiKPIm
0.537,0.45,4HBZA5flZLE435QTztThqH
0.412,0.476,7kt9e9LFSpN1zQtYEl19o1
0.678,0.559,7aiClxsDWFRQ0Kzk5KI5ku
0.46,0.31,2NmsngXHeC1GQ9wWrzhOMf
0.457,0.601,696DnlkuDOXcMAnKlTgXXK
0.452,0.633,3Z8FwOEN59mRMxDCtb8N0A
0.0605,0.427,3eekarcy7kvN4yt5ZFzltW
0.244,0.545,3QzAOrNlsabgbMwlZt7TAY
0.236,0.43,2rRJrJEo19S2J82BDsQ3F7
0.444,0.482,2h4cmbyb6S7e8igDZIITJU
0.754,0.679,2T5NBwKRySiCR78vVk08vr
0.433,0.5,21CkzgKCBCq5V4XKjiGSIj
0.425,0.631,6Gg1gjgKi2AK4e0qzsR7sd
0.154,0.567,3kwgqoBqTwoAH4nT29TYrq
0.511,0.499,07KXEDMj78x68D884wgVEm
0.446,0.73,2xLMifQCjDGFmkHkpNLD9h
0.437,0.391,7m9OqQk4RVRkw9JJdeAw96
0.134,0.596,76MjtLfZoTNc3BDqUVjuRH
0.532,0.452,7d94IqWX2UmSKMGUYSGFJG
0.33,0.774,62aP9fBQKYKxi7PDXwcUAS
0.679,0.793,3PfIrDoz19wz7qK7tYeu62
0.729,0.749,6Ed1q0X8oSKSm4IIhiQbYg
0.298,0.695,7AvprzMsRJpybaalckaT8c
0.506,0.699,2QDyYdZyhlP2fp79KZX8Bi
0.428,0.715,2FVMbLuIxo0dz3KLXgN6Jh
0.817,0.631,4nK5YrxbMGZstTLbvj6Gxw
0.394,0.76,5JAYDuLRkODlVt6dgoalKk
0.0799,0.374,45bE4HXI0AwGZXfZtMp8JR
0.707,0.68,6foY66mWZN0pSRjZ408c00
0.836,0.787,6Ozh9Ok6h4Oi1wUSLtBseN
0.54,0.593,1rgnBhdG2JDFTbYkYRZAku
0.489,0.591,5MwynWK9s4hlyKHqhkNn4A
0.234,0.545,1YM6c2sxbf2Jacl9IFgn4I
0.829,0.745,7FIWs0pqAYbP91WWM0vlTQ
0.274,0.556,3FU6urUVsgXa6RBuV2PdRk
0.344,0.531,2HbKqm4o0w5wEeEFXm2sD4
0.486,0.665,7pbg3ABlAZv2NiIdKbBBFm
0.243,0.225,3ZCTVFBt2Brf31RLEnCkWJ
0.284,0.479,0rKtyWc8bvkriBthvHKY8d
0.604,0.473,2kJwzbxV2ppxnQoYw4GLBZ
0.473,0.613,3ee8Jmje8o58CHK66QrVC2
0.339,0.272,7MbT4I8qGntX4fMdqMQgke
0.574,0.882,6FniJZn4agmDtPx1pKZQsa
0.463,0.364,2JvzF1RMd7lE3KmFlsyZD8
0.113,0.267,08fa9LFcFBTcilB3iq2e2A
0.313,0.63,6N22FZs2ZhPBYi3b9XPajV
0.0592,0.267,1ZMiCix7XSAbfAJlEZWMCp
0.572,0.617,2gSbNY2qXZ5mPVixrMaFrY
0.786,0.673,3Dv1eDb0MEgF93GpLXlucZ
0.287,0.569,0FlfN5cbUUpIHCRH8X1M44
0.0653,0.68,5esKpsrB3TbGHwFaAjIGMx
0.786,0.517,6nDSLDomNqfet6w0r1GHAz
0.842,0.583,40rOlDoGejXXF4B0BYsjx8
0.389,0.662,78QR3Wp35dqAhFEc2qAGjE
0.805,0.808,3jT2LKH0RSbQ8jIUNFzXm5
0.12,0.296,0u2P5u6lvoDfwTYjAADbn4
0.573,0.654,56uXDJRCuoS7abX3SkzHKQ
0.738,0.842,1Y3TlYJNhIa7k4YAvFkJAB
0.309,0.591,6gi6y1xwmVszDWkUqab1qw
0.654,0.616,5kkaSMcf4BFlhRRICCKZb6
0.373,0.716,3aA6xB0tOilDDX17fIJ0Bl
0.845,0.67,5wujBwqG7INdStqGd4tRMX
0.421,0.525,4ja2gzrNh9VNigzoXfmbwD
0.371,0.936,0GO8y8jQk1PkHzS31d699N
0.562,0.425,2Fxmhks0bxGSBdJ92vM42m
0.388,0.539,7xQAfvXzm3AkraOtGPWIZg
0.824,0.586,4FFC7McrnnwAWKbAqbckTP
0.129,0.52,0e7ipj03S05BNilyu5bRzt
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.434,0.688,76nqCfJOcFFWBJN32PAksn
0.235,0.67,0440JCJyIAmINA8KcYgFb5
0.291,0.538,75ZvA4QfFiZvzhj2xkaWAh
0.443,0.522,3DA4SE262k6rdEtlHteNyq
0.274,0.671,4PPLJAEYBSOcnzr9TZoqf9
0.393,0.688,4NhDYoQTYCdWHTvlbGVgwo
0.648,0.829,5jbDih9bLGmI8ycUKkN5XA
0.382,0.402,2rxQMGVafnNaRaXlRMWPde
0.273,0.441,4S2uhQE8L9V6p7rj7SiauJ
0.401,0.75,7GX5flRQZVHRAGd6B4TmDO
0.905,0.874,6cx06DFPPHchuUAcTxznu9
0.429,0.181,6MWoRt97mnSTXZhu3ggi9C
0.322,0.186,6J2LdBN97cDWn0MLxYh9HB
0.274,0.667,45npF3MKvCa1sO7s4y7qBf
0.261,0.639,6uFn47ACjqYkc0jADwEdj1
0.545,0.633,1E3VQQWFQAPJkXfYHjqWoI
0.783,0.75,0uxSUdBrJy9Un0EYoBowng
0.789,0.714,6bvfJf4KjonPMuPfGfy3S2
0.329,0.533,7AQim7LbvFVZJE3O8TYgf2
0.11,0.512,41LhQUkElADQ5YUbpYv2D0
0.515,0.528,4F6YLjakjqWFTgC5qfEwPQ
0.309,0.277,5ovVcYo2MvjVydFwFyaaqy
0.785,0.74,6K4t31amVTZDgR3sKmwUJJ
0.198,0.111,43zdsphuZLzwA9k4DJhU0I
0.377,0.536,23T0OX7QOiIUFShSzbJ5Uo
0.463,0.723,3jlxX3VXPiY3lvBBbppQD3
0.237,0.651,3oDkdAySo1VQQG0ptV7uwa
0.594,0.721,4ejNoyrhgjrioqJbgTNPu3
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.412,0.624,3HWzoMvoF3TQfYg4UPszDq
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.803,0.479,2Yer0p7uB2lVBUAtANuuQp
0.43,0.63,2wrJq5XKLnmhRXHIAf9xBa
0.575,0.32,2b8fOow8UzyDFAE27YhOZM
0.504,0.598,2ajzBr7vwHTEBeqDzcsNRC
0.507,0.586,1sgDyuLooyvEML4oHspNza
0.463,0.521,62vpWI1CHwFy7tMIcSStl8
0.711,0.537,0JP9xo3adEtGSdUEISiszL
0.531,0.525,3USxtqRwSYz57Ewm6wWRMp
0.68,0.741,55CHeLEfn5iJ0IIkgaa4si
0.163,0.653,0t3ZvGKlmYmVsDzBJAXK8C
0.321,0.515,0RLLvYBopDwooCyvnTwgYu
0.381,0.474,2KoHxhRyWxJzA0VafWd5Nk
0.408,0.552,5f4Hy5mw5SRaUgXX9c6P5S
0.226,0.642,1lOe9qE0vR9zwWQAOk6CoO
0.266,0.641,7ge7BHazYbVKi8qyZUX1Bm
0.441,0.626,24IgCW19L8lXKyFZwzFtD3
0.341,0.578,7dt6x5M1jzdTEt8oCbisTK
0.244,0.389,6fWa5CRgy0z30OeGZyMBvD
0.379,0.618,7IMwEtpAiJanqF6vQteZN2
0.74,0.73,7eBqSVxrzQZtK2mmgRG6lC
0.357,0.454,4Oun2ylbjFKMPTiaSbbCih
0.497,0.69,7ytR5pFWmSjzHJIeQkgog4
0.0804,0.613,2U5WueTLIK5WJLD7mvDODv
0.306,0.685,6wQlQrTY5mVS8EGaFZVwVF
0.535,0.814,2Y0wPrPQBrGhoLn14xRYCG
